size_kb,@timestamp,cluster
0.521713716563708,-1.2255746141007802,0
1.2449934275949726,0.42374949620275326,0
1.022557550364202,-1.074150804426768,0
0.9612848569089731,-0.15063075374973386,0
1.241958723561739,-0.1703619658637408,0
1.2449934275949726,1.5319301041595843,0
0.35539484781213854,-1.1262450868500995,0
1.1872765675009163,0.9865692668354342,0
0.7703733504467714,-1.108707449577471,0
-0.22717864740766294,-0.2877547752953262,0
0.6960611763588614,-1.5993952766162371,0
0.949012526577665,-1.4769373114684259,0
0.10806162937100713,-0.16958229470661937,0
0.27963126489977397,-0.640234734553418,0
0.8475339513115695,1.2755844157219318,0
0.3490922343492984,0.6122079352271304,0
0.3017590247086929,0.06807854791473275,0
0.18133004488439508,-1.4777518718050777,0
0.5747858760194166,1.3387928367037516,0
0.624619175103252,-0.6098471410433245,0
1.114194740972946,-0.5545171391367112,0
1.0867372643979334,-0.8519178326944223,0
-0.0040121012459421995,-1.2124824394383193,0
0.7115624951143685,-1.5055323268730971,0
0.5560693061844976,-0.42588159025734146,0
0.5467049988199144,-0.24546418533351996,0
1.1629380590535625,1.245632535302429,0
1.2753221835088453,0.9780221189353577,0
-1.4215808322510708,-0.5337225009738029,1
-0.0040121012459421995,0.8606379370005341,1
-0.9055906878984289,0.9014218417398853,1
-0.9574062495788196,-0.4459441819087363,1
-0.9990728589621535,1.06507481753791,1
-0.490136205557028,-0.0970200296320931,1
-1.6145600517788978,0.8028036183789569,1
-1.9330052671603943,1.6699641583970903,1
-1.5913778325963095,1.6204513373625014,1
-1.030453970722198,0.8211278655427948,1
-1.3479913020772871,0.8717850151041773,1
-1.4662389202951525,1.0502690702993631,1
-0.8918214416072878,-0.0564045650922681,1
-0.8472061257463962,0.5422952327573349,1
-1.4587676004035721,1.135223041738331,1
-1.4030890380969916,-1.3850113191991875,2
-1.3224611853528698,-1.3705490022657165,2
